Artist,Tags
Junip,"seen live, indie, folk, swedish, acoustic, alternative, indie folk, indie rock, indie pop, Sweden, folk rock, psychedelic, scandinavian, Jose Gonzalez, singer-songwriter, gothenburg, male vocalists, rock, nordic, slowcore, 00s, pop, 10s, folk pop, alt-folk, junip"
Karim Ouellet,"indie, soul, funk, Hip-Hop, seen live, francophone, chanson, rock, folk, rap, indie rock, folk rock, quebec, senegal, reggea, sxsw 2012, SXSW 2013, franco, Osheaga 2012, location:ca:qc:montreal, indie quebecois, language:fra, 2022 death"
Hembree,"indie, pop, rock, seen live, alternative, indie pop, indie rock, USA, pop rock, alternative pop, Kansas City"
Jacob Banks,"soul, seen live, indie, rnb, pop, british, contemporary soul, UK, acoustic, Neo-Soul, chill, alternative, indie pop, blues, england, trip hop, nigeria, nu soul, male vocalists, rhythm and blues, birmingham, english, sucks, legend, british soul, under 5000 listeners, male soul vocalists, England - Birmingham, worst ive heard today"
hard life,"pop, indie pop, seen live, hip hop, funk, rnb, under 2000 listeners, United Kingdom"
The Five Stairsteps,"soul, funk, northern soul, oldies, rhythm and blues, rnb, american, Chicago Soul, Old School soul, 70s, chicago, classic soul, pop, 60s, motown, r&b, great, to download, harmony, inspirational, university, Dan, cry, kiddie soul, Soul and Funk, chi-town, Bands that start with The, Soft soul, chicagoland, family act, Chi-Town Soul, feels so good, 1970s Soul, afta valentyne, crazy luv, Soundtrack, Disco, Psychedelic Soul, funky, male vocalists, soulful, r'n'b, 70's, Mixed, r n b, aint it funky, GTA, pop soul, rhythm'n'blues, the 60s, Chicago IL, Ceriel, oh lord, orange is the new black, O-O-H Child, bugzyroze"
Haux,"folk, indie, singer-songwriter, indie folk, electronic, american, male vocalists, seen live, alternative, indie pop, downtempo, UK, dark, Dreamy, melancholic, folk pop, 10s, hairy chest, Estados Unidos, hunks, melodramatico"
Jesiah,
Karen O,"indie, female vocalists, alternative, female vocalist, electronic, folk, indie rock, chillout, rock, Lo-Fi, Awesome, singer-songwriter, alternative rock, indie pop, alt-rock, yeah yeah yeahs, seen live, punk, american, art rock, karen o, sexy, acoustic, punk rock, indie folk, folk pop, south korean, people i want to have sex with, sikorki, pop, favorites, industrial rock, slowcore, art punk, 00s, anti-folk, 10s, south korea, female fronted bands, yyy, finely tailored, A fashionable likeness of cylindrical awareness, mount me and ride me like a pony, Soundtrack, female, chill, dubstep, USA, pop rock, solo, indietronica, girls, peace, 3, trip hop, dream pop, diva, Like, sex, the ladies that should sit on my sofa or somewhere else in my flat because they are darlings and oh so lovely, garage, chicks, psychedelic folk, female artists, hot, visual, want to see live, female singers, Progressive Pop, grrl, woman, misc, Neo-Psychedelia, great voice, Girl, ladies, thoughts, want, United States, 2014, goddess, Film Soundtrack, variable, international, awareness, Miscellaneous, Sirens of Song, All, kickass, not emo, Chick, Post-punk revival, art pop, rock out, whorecore, Indie Love, a, LADY, tactile, Filtered"
Júníus Meyvant,"singer-songwriter, icelandic, folk, seen live, chamber pop, iceland, indie folk, All, Male Singer-Songwriter, soul, indie pop, C, funk, 3, g, k, 1, 12, f, soulful, folk pop, j, 4, R, Neo-Soul, E, misc, 9, 2, 7, freaky, 5, 6, 10, 23, 45, 34, o, 8, 0, 100, x, d, Shady, s, b, Onions, h, a, w, bent, 78, m, t, l, Y, bite, n, p, q, Get it, v, 91, 89, vu en concert, grady, 67, Lobotomy, spelling lobotomy correctly, u, perhaps, mangum, 56, liver, shady grady, northern hemisphere, western hemisphere, eurosonic 2015, the fire of the mind agitates the atmosphere, testing 1-2-3, liver and onions, something you can listen to, listen then decide, you might want to listen to this, details of the non-specific, fuzzy granularity, times two, i bit it, i bite, i pooped today, non-strategic, being and there,  Folk Pop"
Harmony,"Power metal, Progressive metal, christian metal, melodic metal, metal, jungle, death metal, christian, swedish, seen live, Sweden, progressive power metal, pop, indie pop, Drum and bass, Progressive, harmony, old school death metal, black metal, Melodic Power Metal, heavy metal, electropop, dnb, video game music, hyperpop, rock, soul, punk, Drum n Bass, game remixes, ocremix, Swedish Death Metal, chilean, Christian Power Metal, electronic, indie, alternative, alternative rock, indie rock, female vocalists, indie electronic, singer-songwriter, prog, UK, USA, australian, dance-pop, blues, indietronica, Energetic, thrash metal, Moving Shadow, synthpop, christian rock, favourite, melbourne, Rave, gospel, drum'n'bass, game, chile, alternative pop, symphonic metal, Trash, neoclassical metal, time, Power Trio, neo-classical metal, trash metal, eurobeat, collection, Swedish Metal, OC ReMix, All, video game remixes, multiple artists, prog metal, bedroom pop, alt-pop, drum&bass, white metal, ocremixer who shares their name with an existing artist, neo-classical power metal, spotify, UnBlack Metal, swedish thrash metal, christian scum, liszaj radio, newagerus, yanfire, deep jungle, 3-5, christian symphonic power metal, Poison City"
Penelope Antena,Belgium
Pretenders,"rock, new wave, 80s, female vocalists, classic rock, seen live, pop, alternative, british, 70s, post-punk, punk, indie, the pretenders, female vocalist, alternative rock, punk rock, UK, 90s, singer-songwriter, pop rock, hard rock, female, indie rock, soft rock, oldies, album rock, Chrissie Hynde, college rock, england, american, 80's, english, Post punk, favorites, female vocals, 80s rock, pretenders, Pop-Rock, soul, sophisticated, Female Voices"
Coasts,"indie, indie pop, alternative, indie rock, seen live, british, emo, rock, UK, pop rock, under 2000 listeners, alternative rock, england, male vocalists, english, 10s, United Kingdom, All, surf pop, midwest emo, From: UK, Listen To This, auf festival gesehen, prio2, tm: earbits"
Lady Lamb,"folk, seen live, female vocalists, singer-songwriter, indie rock, USA, acoustic, indie folk, indie, indie pop, favorites, freak folk, folk rock, female vocalist, queer, singer-songwriters, 10s, maine, folk and folk plus, live 2015"
Kyle Morton,"seen live, folk, USA"
Collapsing Stars,"rock, folk, USA, americana, folk rock, indie folk, alt-folk"
Breathe Owl Breathe,"folk, indie, seen live, Michigan, acoustic, indie folk, michigan folk, american, Slow-coustic, singer-songwriter, USA, emusic, All, velvet folk, Breathe Owl Breathe, chill, happy, contemporary folk, americana, chamber pop, beautiful, orchestral, violin, Mellow, Feist, freak folk, soft, folk rock, New Weird America, folk pop, Alternative Folk, folkrock, Curious, bullshit, 2012, 2000s, radio paradise, radioparadise, 2010s, comforting, simple, alt-folk, soothing, listenmore, duyster, 5432fun, hometapes, housework, male and female vocalists, BIRP, cosy, Music to download, artists i've seen live, records and tapes, backporch lullabies, the strombo show, Need to get, new2me, folk-noir, the owls are not what they seem, acoustic loveliness, a long red glare, to listen for jan, meer luisteren, obscure music seekers, xx:xy, ffound, moooooi, 1 female 2 males, wishful futures, RIYL, radiated sounds, mbweighnt, Ben Sollee Reccomends, sir jeff, east jordan, geohash:f052yuy2xpu8"
Aaron Embry,"folk, indie, singer-songwriter, piano, California, seen live, us, All"
Will Joseph Cook,"indie pop, seen live, indie, british, indie rock, pop, singer-songwriter, pop rock, new wave, england, want to see live, under 2000 listeners, artists, All, surf pop, modern alternative pop, kent indie"
The Neighbourhood,"indie, indie rock, indie pop, rock, seen live, 10s, alternative, alternative rock, american, pop, male vocalists, dark pop, USA, California, electronic, rnb, Hip-Hop, trip-hop, pop rock, United States, hip hop, Progressive, synthpop, alternative rnb, rap, All, alt-pop, spotify"
Santigold,"electronic, indie, seen live, alternative, dub, female vocalists, female vocalist, experimental, new wave, american, pop, Hip-Hop, indie pop, electronica, indie rock, electropop, rock, USA, electro, dance, 00s, alternative rock, alternative dance, reggae fusion, synthpop, singer-songwriter, hip hop, Philadelphia, indietronica, santigold, alternative hip-hop, reggae, Electroclash, indie electronic, urban, Pennsylvania, santogold, female, dancehall, 10s, alternative hip hop, art pop"
Wilhelm Tell Me,"indie, electronic, seen live, german, electro, hamburg, electropop, pop, indie pop, indie rock, synthie, rock, dance, synth, live gesehen, Indietronic, seen live twice, electro-pop, indielectro, danceable, 2door cinema club, Munich 2011, ELEKTRO-electropop, yandex music, 4-25"
James Blake,"electronic, dubstep, experimental, downtempo, seen live, soul, post-dubstep, british, future garage, electronica, art pop, ambient, indie, minimal, male vocalists, singer-songwriter, UK, Post Dubstep, alternative rnb, chillout, idm, dub, london, rnb, english, alternative, uk bass, wonky, UK Garage, trip-hop, glitch, Neo-Soul, 10s, pop, bass, ambient pop, r&b, piano, jazz, electro, england, minimalism"
Tunde Olaniran,"trap, Hip-Hop, soul, rap, experimental, USA, queer, pitchfork, sxsw 2017"
Fellow Kinsman,"indie, alternative, indie rock, blues, folk rock, indie folk, Southern Rock, Midwest, milwaukee, wisconsin, indie alternative"
Whoa Dakota,"singer-songwriter, indie, pop, rock, female vocalists, hard rock, blues rock, From: USA, prio2, tm: botd"
Sara Kays,"indie pop, indie, pop, female vocalists, acoustic, american, spoken word, poetry, 4, United States, yandex music"
the bird and the bee,"indie, female vocalists, electronic, indie pop, chillout, pop, seen live, electronica, american, alternative, electropop, synthpop, female vocalist, twee, indietronica, beautiful, indie rock, indie electronic, USA, dream pop, electro, California, duo, los angeles, jazz, easy listening, Mellow, cute, 00s, female, favorites, duos, ambient, dance, Grey's Anatomy, folk, happy, Twee as Fuck, jazzy, The Bird and the Bee"
Maribou State,"ambient, electronic, future garage, dubstep, seen live, downtempo, british, UK Garage, House, england, United Kingdom, All, chillout, electronica, trip-hop, UK, breakbeat, deep house, artists, chillstep, sexy, female vocalists, dub, electro, dance, indietronica, bass, Electro Pop, nu-jazz, fip, garage, Favorite, New band of the day, indie dance, balearic, EDM, future pop, Leftfield, uk funky, electro dance, Great Britain, audio, NC 50, PC 25, PE 75, NC 25, elecro rock, ten million plays"
Penny Roox,dutch
GYNR,
Anthony Green,"indie, acoustic, experimental, anthony green, god, seen live, singer-songwriter, rock, indie rock, emo, alternative, folk, alternative rock, amazing, screamo, indie pop, Love, american, sex, amazing voice, circa survive, definitely not emo, genius, post-hardcore, pop, Experimental Rock, beautiful, Progressive, indie folk, electronica, chill, Progressive rock, male vocalists, Acoustic Rock, Perfection, Pennsylvania, amazing vocals, High and Driving, high voice, favorites, solo, Awesome, Mellow, FUCKING AWESOME, adorable, green, All, local love, saosin, and fuck genres, I Heart Anthony Green, High Vocal Range, is supposedly god on other planets, anthonygreen"
Donna Lewis,"pop, female vocalists, singer-songwriter, 90s, welsh, alternative, dream pop, british, soft rock, female, 80s, donna lewis, dance, acoustic, adult contemporary, kgrl, British Girls, trip-hop, other, Adult Alternative, female vocalist, perfect, 1990s, spotify, chillout, seen live, jazz, rock, alternative rock, folk, ambient, indie pop, sad, UK, easy listening, beautiful, summer, Mellow, oldies, smooth, melancholy, soft, ethereal, Bittersweet, guilty pleasure, dance pop, alternative pop, 90's, singer-songwriters, female artists, female vocal, Pop-Rock, Guilty Pleasures, 5 Stars, female singers, Library, 4 Stars, favourite artists, european, United Kingdom, wales, ecto, Myjukebox, One-Hit-Wonder, American Idol, Wrong music, one hit wonder, British Music, acoustic pop, Neo-Pagan, naj, 90s pop, adult alternative rock, all Music, Trance House Techno, English language, 11, Candy Pop, done, Celtic - Folk, girliness, Alta-tensao, Regular Secular, top cd, renan, Female solo artists, female singles, English female, cafe rach, at the begining with you, warner Music group, yandex music, 4-25"
Sam Dew,"seen live, Hip-Hop, USA, rnb, chicago, electronic soul, ish, witnessed, Sam Dew"
Sara Bareilles,"female vocalists, pop, singer-songwriter, piano, acoustic, folk, american, sara bareilles, female vocalist, seen live, indie, soul, Mellow, female, pop rock, piano pop, alternative, indie pop, piano rock, 00s, female artists, jazz, USA, chillout, rock, favorites, Love, female singer-songwriter, easy listening, California, beautiful, female vocals, Favorite, Pop-Rock, sara"
Cassie,"rnb, female vocalists, pop, Hip-Hop, dance, cassie, hip hop, r&b, american, electronic, sexy, post-rock, soul, female vocalist, female, shoegaze, r and b, 00s, r'n'b, rap, USA, urban, hot, good voice, beautiful, rhythm and blues, chillout, indie, connecticut, Love, dance-pop, hiphop, finnish, hip-pop, loves it, young rnb, seen live, dream pop"
Carly Bannister,"indie, female vocalists, singer-songwriter, spotify"
Baby Boys,"schildknaapswag, indie, indie pop, indie rock, USA, hiphop, fun, trap, amsterdam, Burning Fik"
Bear Hare,"folk, indie rock, folk rock, indie folk"
Elayna Boynton,soul
CooBee Coo,"indie rock, USA, pop rock, Funk Rock"
Moira Bren,
Troi Irons,"indie, indie pop, female vocalists, pop, rock, United States, 3-5, yandex music"
Jen Cloher,"australian, indie, singer-songwriter, seen live, female vocalists, acoustic, Aussie, folk rock, folk, indie rock, australia, female, alternative rock, indie folk, singer-songwriters, rock, Alt-country, chicks, melbourne, queer, singer songwriter, folk pop, female artists, 10s, 2010s, All, spotify, Country-y, add to personal radio, triple j, jjj, milk records, kentsimbtemp, upcoming album 2023"
Way Yes,"indie, Ohio, Columbus, pop, indie rock, chillwave, All, beach goth, jacobycore, indie pop, USA, 8-bit, Awesome, New Weird America, cool, psych folk, under 2000 listeners, Cool Stuff, geohash:dphgrwtru1qp, okay, BIRP, Vibe, tog, pebbles, herringbone, locals, rather good stuff, maori music publishing, banana music, way yes, 101 Gecs"
